2019-03-09 18:41:34.335726, 47.0
2019-03-09 18:41:34.403678, 47.0
2019-03-09 18:41:34.410658, 47.0
2019-03-09 18:41:34.415642, 47.0
2019-03-09 18:41:34.417636, 47.0
2019-03-09 18:41:34.422655, 47.0
2019-03-09 18:41:34.424617, 47.0
2019-03-09 18:41:34.427612, 47.0
2019-03-09 18:41:34.429606, 47.0
2019-03-09 18:41:34.429606, 47.0
2019-03-09 18:41:34.431602, 47.0
2019-03-09 18:41:34.434592, 47.0
2019-03-09 18:41:34.435589, 47.0
2019-03-09 18:41:34.438583, 47.0
2019-03-09 18:41:34.439579, 47.0
2019-03-09 18:41:34.441603, 47.0
2019-03-09 18:41:34.442570, 47.0
2019-03-09 18:41:34.443568, 47.0
2019-03-09 18:41:34.446560, 47.0
2019-03-09 18:41:34.449553, 47.0
2019-03-09 18:41:34.450254, 47.0
2019-03-09 18:41:34.453247, 47.0
2019-03-09 18:41:34.454246, 47.0
2019-03-09 18:41:34.456239, 47.0
2019-03-09 18:41:34.460228, 47.0
2019-03-09 18:41:34.461226, 47.0
2019-03-09 18:41:34.463223, 47.0
2019-03-09 18:41:34.466214, 47.0
2019-03-09 18:41:34.470202, 47.0
2019-03-09 18:41:34.773428, 47.0
2019-03-09 18:41:35.275777, 47.0
2019-03-09 18:41:35.778385, 47.0
2019-03-09 18:41:36.285647, 47.0
2019-03-09 18:41:36.790761, 47.0
2019-03-09 18:41:37.298473, 47.0
2019-03-09 18:41:37.803708, 47.0
2019-03-09 18:41:38.311359, 47.0
2019-03-09 18:41:38.806924, 47.0
2019-03-09 18:41:39.314107, 47.0
2019-03-09 18:41:39.817398, 47.0
2019-03-09 18:41:40.336549, 47.0
2019-03-09 18:41:40.824477, 47.0
2019-03-09 18:41:41.338678, 47.0
2019-03-09 18:41:41.835882, 47.0
2019-03-09 18:41:42.345448, 47.0
2019-03-09 18:41:42.848111, 47.0
2019-03-09 18:41:43.348340, 47.0
2019-03-09 18:41:43.865736, 47.0
2019-03-09 18:41:44.359876, 47.0
2019-03-09 18:41:44.866702, 47.0
2019-03-09 18:41:45.376016, 47.0
2019-03-09 18:41:45.904132, 47.0
2019-03-09 18:41:46.387871, 47.0
2019-03-09 18:41:46.893809, 47.0
2019-03-09 18:41:47.402551, 47.0
2019-03-09 18:41:47.925660, 47.0
2019-03-09 18:41:48.396405, 47.0
2019-03-09 18:41:48.906795, 47.0
2019-03-09 18:41:49.437738, 47.0
2019-03-09 18:41:49.942202, 47.0
2019-03-10 01:06:02.513799, 0.0
2019-03-10 01:06:02.518784, 0.0
2019-03-10 01:06:02.521778, 0.0
2019-03-10 01:06:02.524770, 0.0
2019-03-10 01:06:02.528758, 0.0
2019-03-10 01:06:02.531750, 0.0
2019-03-10 01:06:02.533774, 0.0
2019-03-10 01:06:02.534741, 0.0
2019-03-10 01:06:02.538733, 0.0
2019-03-10 01:06:02.541725, 0.0
2019-03-10 01:06:02.544718, 0.0
2019-03-10 01:06:02.546712, 0.0
2019-03-10 01:06:02.547708, 0.0
2019-03-10 01:06:02.551697, 0.0
2019-03-10 01:06:02.553693, 0.0
2019-03-10 01:06:02.556683, 0.0
2019-03-10 01:06:02.558678, 0.0
2019-03-10 01:06:02.561669, 0.0
2019-03-10 01:06:02.563666, 0.0
2019-03-10 01:06:02.568654, 0.0
2019-03-10 01:06:02.568654, 0.0
2019-03-10 01:06:02.570646, 0.0
2019-03-10 01:06:02.573640, 0.0
2019-03-10 01:06:02.574637, 0.0
2019-03-10 01:06:02.577632, 0.0
2019-03-10 01:06:02.578625, 0.0
2019-03-10 01:06:02.579622, 0.0
2019-03-10 01:06:02.580622, 0.0
2019-03-10 01:06:02.584611, 0.0
2019-03-10 01:06:02.585606, 0.0
2019-03-10 01:06:02.589596, 0.0
2019-03-10 01:06:02.590594, 0.0
2019-03-10 01:06:02.590594, 0.0
2019-03-10 01:06:02.592589, 0.0
2019-03-10 01:06:02.594594, 0.0
2019-03-10 01:06:02.599570, 0.0
2019-03-10 01:06:02.600567, 0.0
2019-03-10 01:06:02.601564, 0.0
2019-03-10 01:06:02.602560, 0.0
